professor_nome,ano,titulo
BONIEK CASTILLO DUTRA BORGES,2023,MONÔMEROS ANTIBACTERIANOS UTILIZADOS EM SISTEMAS ADESIVOS
BONIEK CASTILLO DUTRA BORGES,2023,TRATAMENTO PARA MELHORAR A QUALIDADE DE UNIÃO AO ESMALTE APRISMÁTICO: UMA REVISÃO SISTEMÁTICA DA LITERATURA
BONIEK CASTILLO DUTRA BORGES,2023,EFETIVIDADE FUNCIONAL DE SUBSTÂNCIAS NANOESTRUTURADAS EM GÉIS CLAREADORES DENTÁRIOS: UMA REVISÃO DE ESCOPO
BONIEK CASTILLO DUTRA BORGES,2023,PERFIL FITOQUÍMICO E INDICAÇÕES DE USO DO Sarcomphalus joazeiro (Mart.) NA ODONTOLOGIA: UMA REVISÃO DE ESCOPO
BONIEK CASTILLO DUTRA BORGES,2023,Do Consultório para o Chat: avaliação do Uso de Chatbots na Aprendizagem de Alunos de Graduação em Odontologia
BONIEK CASTILLO DUTRA BORGES,2023,LESÕES OROFACIAIS DECORRENTES DE ESPORTES DE IMPACTO: REVISÃO DE ESCOPO
BONIEK CASTILLO DUTRA BORGES,2021,INFLUÊNCIA DO TIPO DE COMPÓSITO E TEMPO DE EXPOSIÇÃO AOS RAIOS-X NA PRODUÇÃO DE ARTEFATOS RADIOGRÁFICOS EM MODELO DE RESTAURAÇÕES CLASSE II
BONIEK CASTILLO DUTRA BORGES,2021,PROPRIEDADES FUNCIONAIS DE MATERIAIS ODONTOLÓGICOS APÓS ASSOCIAÇÃO A EXTRATOS DE PLANTAS MEDICINAIS
BONIEK CASTILLO DUTRA BORGES,2021,COMPORTAMENTO DE SISTEMAS ADESIVOS UNIVERSAIS FRENTE À DENTINA ERODIDA
BONIEK CASTILLO DUTRA BORGES,2018,"SENSIBILIDADE DENTÁRIA E EFETIVIDADE DE GÉIS CLAREADORES DE CONSULTÓRIO: UM ENSAIO CLÍNICO, CONTROLADO, CONTROLADO E CEGO DO TIPO BOCA DIVIDIDA"
BONIEK CASTILLO DUTRA BORGES,2017,Análise de citotoxicidade celular de adesivos experimentais à base de GDMA-P em linhagem de células NIH-3T3 e MC3-T3
BONIEK CASTILLO DUTRA BORGES,2016,"Efetividade de fármacos e dentifrícios no controle da sensibilidade gerada pelo clareamento dentário de consultório: Um ensaio clínico, randomizado e cego"
BONIEK CASTILLO DUTRA BORGES,2015,Análise do processo inflamatório gerado na polpa dentária em decorrência do clareamento de consultório: um estudo em ratos Wistar
BONIEK CASTILLO DUTRA BORGES,2015,IMPACTO DA ADIÇÃO DO DIFENIL IODÔNIO NO GRAU DE CONVERSÃO DE UM COMPÓSITO DE PREENCHIMENTO ÚNICO
BONIEK CASTILLO DUTRA BORGES,2015,Avaliação da resistência adesiva em cavidades dentinárias e propriedades físicas de compósitos de acordo com diferentes protocolos restauradores
BONIEK CASTILLO DUTRA BORGES,2015,INCLUSÃO DE FÁRMACOS EM GÉIS CLAREADORES E SUA EFETIVIDADE
BONIEK CASTILLO DUTRA BORGES,2014,PERÓXIDO DE HIDROGÊNIO COM PARTÍCULAS DE IBUPROFENO NANOESTRUTURADAS: EFICÁCIA CLAREADORA E SENSIBILIDADE DENTÁRIA IN VIVO
BONIEK CASTILLO DUTRA BORGES,2014,AVALIAÇÃO IN VIVO DA SENSIBILIDADE GERADA POR UM GEL CLAREADOR A BASE DE PERÓXIDO DE HIGROGÊNIO A 35% E NANOPARTÍCULAS DE IBUPROFENO
BONIEK CASTILLO DUTRA BORGES,2014,CARACTERIZAÇÃO DE SISTEMAS ADESIVOS EXPERIMENTAIS SIMPLIFICADOS CONTENDO ADIÇÃO DE FOTOINICIADORES ALTERNATIVOS E CATALISADOR DE POLIMERIZAÇÃO
BONIEK CASTILLO DUTRA BORGES,2014,IMPACTO DO PRÉ-AQUECIMENTO DE SELANTES DE FÓSSULAS E FISSURAS NA ESTABILIDADE DE COR
BONIEK CASTILLO DUTRA BORGES,2014,PROTOCOLOS ALTERNATIVOS PARA AVALIAÇÃO DA DURABILIDADE DA UNIÃO EM CAVIDADES DENTINÁRIAS TRIDIMENSIONAIS
BRUNO CESAR DE VASCONCELOS GURGEL,2025,PREVALÊNCIA E FATORES ASSOCIADOS À RECESSÃO GENGIVAL EM PACIENTES PÓS-TRATAMENTO ORTODÔNTICO
BRUNO CESAR DE VASCONCELOS GURGEL,2024,CONCORDÂNCIA E ACURÁCIA DA AUTOPERCEPÇÃO EM RELAÇÃO AO EXAME CLÍNICO NO DIAGNÓSTICO DA DOENÇA PERIODONTAL
BRUNO CESAR DE VASCONCELOS GURGEL,2023,USO DE DERIVADOS SANGUÍNEOS E DO ENXERTO DE TECIDO CONJUNTIVO SUBEPITELIAL NO RECOBRIMENTO RADICULAR DE RECESSÕES GENGIVAIS
BRUNO CESAR DE VASCONCELOS GURGEL,2021,EFICÁCIA DE UM PRODUTO À BASE DE OXIGÊNIO ATIVO NO TRATAMENTO NÃO CIRÚRGICO DA MUCOSITE PERI-IMPLANTAR
BRUNO CESAR DE VASCONCELOS GURGEL,2019,COMPARAÇÃO DE TÉCNICAS PARA RECOBRIMENTO RADICULAR
BRUNO CESAR DE VASCONCELOS GURGEL,2018,EFEITOS DA TERAPIA FOTODINÂMICA COMO ADJUVANTE NO TRATAMENTO NÃO CIRÚRGICO DA PERIODONTITE AGRESSIVA
BRUNO CESAR DE VASCONCELOS GURGEL,2018,AVALIAÇÃO DO TRATAMENTO CIRÚRGICO DA PERI-IMPLANTITE
BRUNO CESAR DE VASCONCELOS GURGEL,2017,COMPARAÇÃO DO RECOBRIMENTO RADICULAR ENTRE O ENXERTO DE TECIDO CONJUNTIVO E MUCOGRAFT EM RECESSÕES GENGIVAIS
BRUNO CESAR DE VASCONCELOS GURGEL,2017,Avaliação Clínica de Pacientes submetidos a Cirurgia com Finalidade de Aumento de Coroa Clínica
BRUNO CESAR DE VASCONCELOS GURGEL,2016,SOBREVIDA E FATORES ASSOCIADOS AO PROGNÓSTICO DO CARCINOMA EPIDERMOIDE ORAL
BRUNO CESAR DE VASCONCELOS GURGEL,2015,Perfil do Biótipo Periodontal e Peri-implantar em Pacientes Dentados e em Parcialmente Dentados Reabilitados com Implantes Osseointegrados
BRUNO CESAR DE VASCONCELOS GURGEL,2014,Avaliação das Condições de Higiene Oral em Pacientes com Mucosite Peri-implantar
BRUNO CESAR DE VASCONCELOS GURGEL,2014,Avaliação das Condições de Higiene Oral de indivíduos diabéticos atendidos no serviço odontológico da Faculdade de Odontologia da UFRN
BRUNO CESAR DE VASCONCELOS GURGEL,2014,Avaliação Retrospectiva das Manifestações Orais em Crianças Submetidas ao Tratamento Oncológico
BRUNO CESAR DE VASCONCELOS GURGEL,2013,Avaliação Periodontal Longitudinal de Dentes com Lesões Não-cariosas cervicais comparando dois materiais restauradores
BRUNO CESAR DE VASCONCELOS GURGEL,2013,"Perfil peri-implantar de indivíduos parcialmente edêntulos reabilitados com implantes osseointegrados, atendidos no serviço odontológico da Faculdade de Odontologia da UFRN"
BRUNO CESAR DE VASCONCELOS GURGEL,2013,Avaliação das Condições Periodontais de indivíduos diabéticos atendidos no serviço odontológico da Faculdade de Odontologia da UFRN
BRUNO CESAR DE VASCONCELOS GURGEL,2013,Avaliação Periodontal de Pacientes Reabilitados com Próteses Parciais Removíveis no Departamento de Odontologia
BRUNO CESAR DE VASCONCELOS GURGEL,2012,Avaliação Periodontal Longitudinal de Dentes com Lesões Não-cariosas cervicais comparando dois materiais restauradores
BRUNO CESAR DE VASCONCELOS GURGEL,2012,"Perfil peri-implantar de indivíduos parcialmente edêntulos reabilitados com implantes osseointegrados, atendidos no serviço odontológico da Faculdade de Odontologia da UFRN"
BRUNO CESAR DE VASCONCELOS GURGEL,2012,Avaliação das Condições Periodontais de indivíduos diabéticos atendidos no serviço odontológico da Faculdade de Odontologia da UFRN
BRUNO CESAR DE VASCONCELOS GURGEL,2012,Avaliação Periodontal de Pacientes Reabilitados com Próteses Parciais Removíveis no Departamento de Odontologia
BRUNO CESAR DE VASCONCELOS GURGEL,2011,Avaliação Periodontal Longitudinal de Dentes com Lesões Não-cariosas cervicais comparando dois materiais restauradores
BRUNO CESAR DE VASCONCELOS GURGEL,2010,"Perfil peri-implantar de indivíduos parcialmente edêntulos reabilitados com implantes osseointegrados, atendidos no serviço odontológico da Faculdade de Odontologia da UFRN"
BRUNO CESAR DE VASCONCELOS GURGEL,2010,Avaliação das Condições Periodontais de indivíduos diabéticos atendidos no serviço odontológico da Faculdade de Odontologia da UFRN
DELANE MARIA REGO,2019,Pigmentação de mucosa derivada da administração de doxiciclina: Um estudo piloto em animais.
DELANE MARIA REGO,2019,CRIOTERAPIA SUSTENTÁVEL ASSOCIADA ÀS TECNOLOGIAS NO PÓS-OPERATÓRIO DE CIRURGIAS ORAIS
DELANE MARIA REGO,2018,Caracterização do perfil oral de indivíduos residentes em comunidades quilombolas da cidade de Portalegre-RN.
DELANE MARIA REGO,2016,Percepção de pacientes submetidos a intervenção cirúrgica estética.
DELANE MARIA REGO,2016,"Seguimento de tratamentos odontológicos: o ""follow up"" como mediador do conhecimento científico"
DELANE MARIA REGO,2014,A relação das variações hormonais e o polimorfismo gênico com a Doença Periodontal.
DELANE MARIA REGO,2011,Tendências da produção científica em Odontologia no Brasil. Parte II-2007-2012.
DELANE MARIA REGO,2010,ANÁLISE MICROBIOLÓGICA DA CAVIDADE INTERNA DE IMPLANTES OSSEOINTEGRADOS
DELANE MARIA REGO,2007,AVALIAÇÃO DAS CONDIÇÕES PERIODONTAIS EM PORTADORAS DA SÍNDROME DOS OVÁRIOS POLICÍSTICOS E RELAÇÃO COM A SÍNDROME METABÓLICA.
DIANA FERREIRA GADELHA DE ARAUJO,2025,EFEITO DE AGENTES CLAREADORES DE CONSULTÓRIO NA MICRODUREZA E RUGOSIDADE DE UMA RESINA COMPOSTA NANOPARTICULADA
DIANA FERREIRA GADELHA DE ARAUJO,2025,ABORDAGEM DE RESTAURAÇÕES DEFEITUOSAS: COMO ATUAM OS CIRURGIÕES-DENTISTAS DO RN?
DIANA FERREIRA GADELHA DE ARAUJO,2024,Avaliação da microdureza de superfície de uma resina composta a base de diatomita após imersão em diferentes líquidos
DIANA FERREIRA GADELHA DE ARAUJO,2024,RUGOSIDADE SUPERFICIAL DA RESINA COMPOSTA APÓS CLAREAMENTO DENTÁRIO: UMA REVISÃO SISTEMÁTICA DA LITERATURA
DIANA FERREIRA GADELHA DE ARAUJO,2023,Avaliação da estabilidade de cor de uma resina composta com adição de diatomita e zircônia
DIANA FERREIRA GADELHA DE ARAUJO,2023,DECISÃO DE TRATAMENTO DOS CIRURGIÕES-DENTISTAS DO RN PARA LESÕES INCIPIENTES DE CÁRIE EM SUPERFÍCIE OCLUSAL
DIANA FERREIRA GADELHA DE ARAUJO,2023,INFLUÊNCIA DA POTÊNCIA E DA DISTÂNCIA DE FOTOPOLIMERIZAÇÃO NA RESISTÊNCIA DE UNIÃO DE COMPÓSITOS REPARADOS COM RESINA BULK-FILL
DIANA FERREIRA GADELHA DE ARAUJO,2022,PROTOCOLOS DE ADESÃO EM DENTINA ADOTADOS PELOS CIRURGIÕES-DENTISTAS EM PROCEDIMENTOS RESTAURADORES DIRETOS
DIANA FERREIRA GADELHA DE ARAUJO,2020,AVALIAÇÃO IN VITRO DA RUGOSIDADE SUPERFICIAL E ALTERAÇÃO DE COR DE DIFERENTES DENTIFRÍCIOS CLAREADORES
DIANA FERREIRA GADELHA DE ARAUJO,2020,PROTOCOLOS ADOTADOS PELOS CIRURGIÕES-DENTISTA NO TRATAMENTO DA SENSIBILIDADE DENTÁRIA ASSOCIADA AO CLAREAMENTO DENTAL
DIANA FERREIRA GADELHA DE ARAUJO,2019,Avaliação da microdureza de superfície de uma resina do tipo Bulk Fill a partir de diferentes parâmetros de fotoativação de um led de terceira geração
DIANA FERREIRA GADELHA DE ARAUJO,2019,Avaliação da microdureza de superfície de uma resina do tipo Bulk Fill após diferentes desafios erosivos
DIANA FERREIRA GADELHA DE ARAUJO,2019,Avaliação das propriedades adesivas de um sistema adesivo autocondicionante em dentina erodida
DIANA FERREIRA GADELHA DE ARAUJO,2018,Influência da condição erosiva na adesão de sistemas adesivos universais em substrato dentinário
DYEGO LEANDRO BEZERRA DE SOUZA,2013,TENDÊNCIAS DE MORTALIDADE POR CÂNCER NO BRASIL NO PERÍODO DE 1996 A 2010 E PROJEÇÕES ATÉ O ANO 2025
EDNA MARIA DA SILVA,2019,A influência de doenças Sistêmicas na Osseointegração de Implantes Dentários
EDNA MARIA DA SILVA,2019,A CARACTERIZAÇÃO DO MODELO DE ASSISTÊNCIA ORTODÔNTICA NO SISTEMA ÚNICO DE SAÚDE
EDNA MARIA DA SILVA,2018,PERCEPÇÃO DOS ESTUDANTES DO 9º PERÍODO DE ODONTOLOGIA DA UFRN QUANTO AO MANEJO DE PACIENTES PORTADORES DE HIV: BIOSSEGURANÇA E ESTIGMA SOCIAL
EDNA MARIA DA SILVA,2018,A influência da educação em saúde sobre à instalação da doença periodontal no grupo de gestantes da unidade de saúde de Aparecida
EDNA MARIA DA SILVA,2018,"Análise da prevalência da doença periodontal em função do trimestre gestacional no grupo de gestantes da Unidade de Saúde de Aparecida, Natal-Rio Grande do Norte"
EDNA MARIA DA SILVA,2018,Comparação da eficácia do uso de diferentes géis de fluoretos profissionais aplicados na clínica odontológica.
EDNA MARIA DA SILVA,2017,PERFIL EPIDEMIOLÓGICO DAS PRINCIPAIS DOENÇAS BUCAIS DA CÔLONIA DE PESCADORES DA CIDADE DE SÃO JOÃO DO SABUGI/RN.
EDNA MARIA DA SILVA,2017,Avaliação das condições de de súde bucal dos policiais pertencentes ao Batalhão de Choque da Polícia Militar do Estado do Rio Grande do Norte
EDNA MARIA DA SILVA,2012,CONHECIMENTO DAS GESTANTES SOBRE SUA SAÚDE E SAÚDE BUCAL DO BEBÊ: ESTUDO NA ESTRATÉGIA SAÚDE DA FAMÍLIA
EDNA MARIA DA SILVA,2009,Estudo da Qualidade da Assistência em Hospital de Referência do Câncer Bucal
EDNA MARIA DA SILVA,2007,NECESSIDADES DE CUIDADOS BUCAIS NA TERCEIRA IDADE
ELIZABETHE CRISTINA FAGUNDES DE SOUZA,2009,MEDO DE DENTISTA: EXPRESSÕES CINEMATOGRÁFICAS E PERCEPÇÃO PROFISSIONAL
ELIZABETHE CRISTINA FAGUNDES DE SOUZA,2009,Os Centros de Especialidades Odontológicas como suporte da atenção básica no SUS/RN
ELIZABETHE CRISTINA FAGUNDES DE SOUZA,2008,MEDO DE DENTISTA: EXPRESSÕES CINEMATOGRÁFICAS E PERCEPÇÃO PROFISSIONAL
ELIZABETHE CRISTINA FAGUNDES DE SOUZA,2007,ESTUDO DA PRODUÇÃO DAS PERDAS DENTÁRIAS NA PERSPECTIVA DE USUÁRIOS DO SUS
ERICKA JANINE DANTAS DA SILVEIRA,2025,EFICÁCIA DA INTERVENÇÃO EDUCACIONAL EM HIGIENE ORAL EM UMA UNIDADE DE TERAPIA INTENSIVA ADULTA
ERICKA JANINE DANTAS DA SILVEIRA,2025,ESTUDO DE OCORRÊNCIA E DE FATORES ASOCIADOS À LÍNGUA GEOGRÁFICA EM UM SERVIÇO DE REFERÊNCIA EM ESTOMATOLOGIA
ERICKA JANINE DANTAS DA SILVEIRA,2025,PARTICIPAÇÃO DA VIA MTOR NA PATOGÊNESE DA QUEILITE ACTÍNICA: UM ESTUDO IMUNOHISTOQUÍMICO
ERICKA JANINE DANTAS DA SILVEIRA,2025,QUEILITE ESFOLIATIVA: ESTUDO RETROSPETIVO COM ENFOQUE NO DIAGNÓSTICO E MANEJO CLÍNICO
ERICKA JANINE DANTAS DA SILVEIRA,2025,TERAPIA FOTODINÂMICA ANTIMICROBIANA COMO TRATAMENTO ADJUVANTE DA CANDIDOSE ORAL EM PACIENTES INTERNADOS EM UNIDADE DE TERAPIA INTENSIVA: ENSAIO CLÍNICO RANDOMIZADO
ERICKA JANINE DANTAS DA SILVEIRA,2025,OSTEONECROSE MEDICAMENTOSA DOS MAXILARES: UM ESTUDO RETROSPECTIVO COM ENFOQUE NA CONDUTA CLÍNICA
ERICKA JANINE DANTAS DA SILVEIRA,2025,Inteligência Artificial no Diagnóstico de Lesões Bucais: Estudo de Validação Clínica do Aplicativo IA-Bucal
ERICKA JANINE DANTAS DA SILVEIRA,2024,ANÁLISE DA EFICÁCIA DE TERAPIAS NÃO FARMACOLÓGICAS NA PREVENÇÃO DAS DISFUNÇÕES DAS GLÂNDULAS SALIVARES EM PACIENTES SUBMETIDOS À RADIOTERAPIA EM CABEÇA E PESCOÇO
ERICKA JANINE DANTAS DA SILVEIRA,2024,AVALIAÇÃO DA EFICÁCIA DO USO DE SALIVA ARTIFICIAL NA PREVENÇÃO DE ALTERAÇÕES BUCAIS EM PACIENTES INTERNADOS EM UNIDADE DE TERAPIA INTENSIVA
ERICKA JANINE DANTAS DA SILVEIRA,2023,DESAFIOS NO MANEJO E DIAGNÓSTICO DA LEUCOPLASIA VERRUCOSA PROLIFERATIVA: RELATO DE UMA SÉRIE DE CASOS E REVISÃO DE LITERATURA
ERICKA JANINE DANTAS DA SILVEIRA,2023,LESÕES ORAIS PAPILOMATOSAS E VERRUCOSAS DA CAVIDADE ORAL: ESTUDO RETROSPECTIVO DE 52 ANOS EM UMA POPULAÇÃO BRASILEIRA
ERICKA JANINE DANTAS DA SILVEIRA,2023,Classificação clínica de queilites actínicas através de técnicas de aprendizado de máquina
ERICKA JANINE DANTAS DA SILVEIRA,2021,ESTUDO CLÍNICO E DE ACOMPANHAMENTO EM UMA SÉRIE DE CASOS DE LÍQUEN PLANO ORAL: ESTUDO RETROSPECTIVO
ERICKA JANINE DANTAS DA SILVEIRA,2021,Análise de fatores de risco associados ao desenvolvimento de alterações bucais em pacientes portadores de neoplasias malignas hematopoiéticas: Estudo retrospectivo e prospectivo
ERICKA JANINE DANTAS DA SILVEIRA,2020,PREVALÊNCIA E FATORES ASSOCIADOS AO DESENVOLVIMENTO DE CANDIDOSE ORAL EM PACIENTES INTERNADOS EM UNIDADE DE TERAPIA INTENSIVA
ERICKA JANINE DANTAS DA SILVEIRA,2020,PREVALÊNCIA E FATORES ASSOCIADOS AO DESENVOLVIMENTO DE CANDIDOSE ORAL EM PACIENTES INTERNADOS EM UNIDADE DE TERAPIA INTENSIVA
ERICKA JANINE DANTAS DA SILVEIRA,2019,USO DA TERAPIA FOTODINÂMICA ANTI MICROBIANA NO TRATAMENTO DE CANDIDOSE ORAL: ESTUDO CLÍNICO
ERICKA JANINE DANTAS DA SILVEIRA,2018,ANÁLISE MORFOLÓGICA E IMUNO-HISTOQUÍMICA DE MARCADORES APOPTÓTICOS E MACROFÁGICO NO CANIBALISMO CELULAR EM LESÕES PERIFÉRICAS E CENTRAIS DE CÉLULAS GIGANTES DOS MAXILARES E TUMORES DE CÉLULAS GIGANTES DOS OSSOS LONGOS
ERICKA JANINE DANTAS DA SILVEIRA,2017,NÍVEL DE PERCEPÇÃO DO CUIDADOR SOBRE A IMPORTÂNCIA DOS CUIDADOS ORAIS DE PACIENTES INTERNADOS EM UNIDADES DE TERAPIA INTENSIVA
ERICKA JANINE DANTAS DA SILVEIRA,2017,ANÁLISE MORMOFOMÉTRICA DE ALTERAÇÕES CELULARES E NUCLEARES EM LEUCOPLASIAS ORAIS E SUA ASSOCIAÇÃO COM O TABAGISMO
ERICKA JANINE DANTAS DA SILVEIRA,2016,ASSOCIAÇÃO DA IMUNOEXPRESSÃO DE COX-2 COM PARÂMETROS CLÍNICO-PATOLÓGICOS EM CARCINOMAS DE CÉLULAS ESCAMOSAS DE LÁBIO INFERIOR
ERICKA JANINE DANTAS DA SILVEIRA,2015,"ESTUDO CLÍNICO, PATOLÓGICO E DE ACOMPANHAMENTO DE UMA SÉRIE DE CASOS DE LEUCOPLASIAS ORAIS"
ERICKA JANINE DANTAS DA SILVEIRA,2013,ESTUDO CLÍNICO-MORFOLÓGICO E IMUNO-HISTOQUÍMICO EM UMA SÉRIE DE CASOS DE QUEILITES ACTÍNICAS
ERICKA JANINE DANTAS DA SILVEIRA,2013,PERCEPÇÃO DOS CIRURGIÕES-DENTISTAS E UNIVERSITÁRIOS DO CURSO DE ODONTOLOGIA EM RELAÇÃO AO DIAGNÓSTICO E FATORES DE RISCO DAS LESÕES ORAIS POTENCIALMENTE MALIGNAS
ERICKA JANINE DANTAS DA SILVEIRA,2013,Resposta imunológica mediada por células NK em pacientes com Carcinoma Epidermóide Oral: uma comparação entre pacientes jovens e idosos
ERICKA JANINE DANTAS DA SILVEIRA,2012,UTILIZAÇÃO DE CRITÉRIOS MORFOLÓGICOS COMO INDICADORES DE AGRESSIVIDADE EM CARCINOMA DE CÉLULAS ESCAMOSAS DE LÍNGUA
ERICKA JANINE DANTAS DA SILVEIRA,2012,ESTUDO CLÍNICO-MORFOLÓGICO E IMUNO-HISTOQUÍMICO EM UMA SÉRIE DE CASOS DE QUEILITES ACTÍNICAS
ERICKA JANINE DANTAS DA SILVEIRA,2012,ESTUDO DA INCIDÊNCIA DE LESÕES POTENCIALMENTE MALIGNAS E MALIGNAS EM UM SERVIÇO DE DIAGNÓSTICO ORAL DO RIO GRANDE DO NORTE
ERICKA JANINE DANTAS DA SILVEIRA,2011,ESTUDO DA CARCINOGÊNESE DE LÁBIO INFERIOR ATRAVÉS DA IMUNOEXPRESSÃO DAS PROTEÍNAS hMLh1 e hMSH2
ERICKA JANINE DANTAS DA SILVEIRA,2010,ANÁLISE DA INCIDÊNCIA DE QUEILITES ACTÍNICAS E NÍVEL DE CONHECIMENTO SOBRE O CÂNCER DE BOCA EM TRABALHADORES DA CONSTRUÇÃO CIVIL EM NATAL-RN
ERICKA JANINE DANTAS DA SILVEIRA,2010,ANÁLISE COMPARATIVA DA IMUNOEXPRESSÃO DAS PROTEÍNAS hMLh1 e hMSH2 E PROTEÍNAS DE CONTROLE DO CICLO CELULAR EM CARCINOMAS DE CÉLULAS ESCAMOSAS DE LÁBIO INFERIOR E QUEILITES ACTÍNICAS COM GRAUS VARIADOS DE DISPLASIA
ERICKA JANINE DANTAS DA SILVEIRA,2009,UTILIZAÇÃO DE CRITÉRIOS MORFOLÓGICOS COMO INDICADORES DE AGRESSIVIDADE EM CARCINOMA DE CÉLULAS ESCAMOSAS DE LÍNGUA
ERICKA JANINE DANTAS DA SILVEIRA,2009,ANÁLISE DA INCIDÊNCIA DE QUEILITES ACTÍNICAS E NÍVEL DE CONHECIMENTO SOBRE O CÂNCER DE BOCA EM TRABALHADORES DA CONSTRUÇÃO CIVIL EM NATAL-RN
ERIKA OLIVEIRA DE ALMEIDA FREITAS,2021,ESTUDO DE PREVALÊNCIA DOS FATORES DE AGRAVAMENTO DO POSSÍVEL BRUXISMO EM VIGÍLIA E BRUXISMO DO SONO EM JOVENS-ADULTOS NA CIDADE DO NATAL
ERIKA OLIVEIRA DE ALMEIDA FREITAS,2019,"INFLUÊNCIA DA TERAPIA MANUAL SOBRE OS NÍVEIS DE CORTISOL, INTENSIDADE DE DOR, QUALIDADE DO SONO E DE VIDA E ASPECTOS PSICOLÓGICOS EM PACIENTES PORTADORES DA DISFUNÇÃO TEMPOROMANDIBULAR. ENSAIO CLÍNICO"
ERIKA OLIVEIRA DE ALMEIDA FREITAS,2019,Efetividade das terapias conservadoras para Disfunção Temporomandibular segundo Índice de Disfunção Temporomandibular
ERIKA OLIVEIRA DE ALMEIDA FREITAS,2019,Avaliação do Índice Temporomandibular após instalação de placa oclusal e terapia manual em pacientes com DTM atendidos na UFRN
ERIKA OLIVEIRA DE ALMEIDA FREITAS,2018,ANÁLISE COMPARATIVA ENTRE PLACA OCLUSAL ESTABILIZADORA CONVENCIONAL E CONFECCIONADA POR CAD/CAM EM PACIENTES COM HÁBITO PARAFUNCIONAL
ERIKA OLIVEIRA DE ALMEIDA FREITAS,2015,Avaliação da influência da posição maxilomandibular e dimensão vertical em pacientes com desordem temporomandibular
EULER MACIEL DANTAS,2023,ESTUDO SOBRE A INFLUÊNCIA DAS CONTENÇÕES ORTODÔNTICAS NA ETIOLOGIA DA RECESSÃO GENGIVAL.
EULER MACIEL DANTAS,2022,Estudo da prevalência de recessão gengival em diferentes tipos de fenótipos teciduais
EULER MACIEL DANTAS,2017,"AVALIAÇÃO, DO PONTO DE VISTA CIRÚRGICO E PROTÉTICO, DO SUCESSO DE REABILITAÇÕES IMPLANTOSSUPORTADAS"
EULER MACIEL DANTAS,2014,"Estudo comparativo da utilização do fluoreto de sódio a 4% e de uma pasta contendo 8,0% de Arginina para o tratamento da hipersensibilidade dentinária cervical"
EULER MACIEL DANTAS,2013,Avaliação clínica do efeito da solução de fluoreto de sódio a 4% e de um verniz de fluoreto de sódio a 5% sobre a hipersensibilidade dentinária cervical.
EULER MACIEL DANTAS,2012,Avalição das condições periodontais dos alunos da Faculdade de Odontologia da UFRN através da utilização do Priodontal Screening and Recording - PSR
EULER MACIEL DANTAS,2011,RELAÇÃO DOENÇA PERIODONTAL COM O DIABETES MELLITUS. QUAL O PONTO DE VISTA DOS MÉDICOS ENDOCRINOLOGISTAS?
EULER MACIEL DANTAS,2010,Avaliação clínica do efeito da solução de fluoreto de sódio a 4% e de um verniz de fluoreto de sódio a 5% sobre a hipersensibilidade dentinária cervical.
FABIO ROBERTO DAMETTO,2025,ANÁLISE DIMENSIONAL E DA SUPERFÍCIE DE LIMAS ENDODÔNTICAS MANUFATURADAS EM AÇO INOX E NIQUEL TITÂNIO
FABIO ROBERTO DAMETTO,2024,PREVALÊNCIA DE FLARE-UPS PÓS-TRATAMENTO ENDODÔNTICO NAS CLÍNICAS DO DEPARTAMENTO DE ODONTOLOGIA - UFRN
FABIO ROBERTO DAMETTO,2022,"Avaliação do potencial selador de tampões cervicais quanto a permeabilidade dentinária, em dentes submetidos ao clareamento dental interno: um estudo in vitro"
FABIO ROBERTO DAMETTO,2022,"ANÁLISE DA AÇÃO ANTIMICROBIANA DO GEL EXPERIMENTAL DE NAOCL 2,5% FRENTE AO E. FAECALIS, E. COLI E CANDIDA ALBICANS"
FABIO ROBERTO DAMETTO,2021,"ANÁLISE DA AÇÃO ANTIMICROBIANA DO GEL EXPERIMENTAL DE NAOCL 2,5% FRENTE AO E. FAECALIS E CANDIDA ALBICANS"
FABIO ROBERTO DAMETTO,2020,TRANSPLANTE AUTÓGENO DA POLPA DENTÁRIA DE TERCEIROS MOLARES EM DENTES COM PULPITE IRREVERSIVEL E NECROSE PULPAR
FABIO ROBERTO DAMETTO,2018,Avaliação in vitro da microinfiltração coronária em materiais restauradores temporários em dentes obturados com Sealer 26.
FABIO ROBERTO DAMETTO,2017,"Avaliação in vitro da influência de substâncias químicas auxiliares ao tratamento endodôntico na nanoinfiltração, na resistência de união e coesiva da dentina da câmara pulpar"
FABIO ROBERTO DAMETTO,2016,ANÁLISE EM MICROSCOPIA ELETRÔNICA DE VARREDURA DA SUPERFÍCIE DE LIMAS ENDODÔNTICAS DE DIFERENTES TIPOS LIGA DE NÍQUEL-TITÂNIO
FABIO ROBERTO DAMETTO,2015,Avaliação in vitro da microinfiltração apical em dentes submetidos à ampliação foraminal com sistemas rotatórios e reciprocantes.
FABIO ROBERTO DAMETTO,2015,Avaliação in vitro do tampão cervical quanto a permeabilidade da dentinária em dentes submetidos ao tratamento clareador
FABIO ROBERTO DAMETTO,2015,Avaliação do transporte apical e ampliação foraminal em dentes submetidos ao preparo químico mecânico com sistemas rotatórios e reciprocantes.
FABIO ROBERTO DAMETTO,2014,Diagnóstico e tratamento pela técnica da Regeneração Pulpar em dentes com rizogênese incompleta.
FABIO ROBERTO DAMETTO,2013,Diagnóstico e tratamento pela técnica da Regeneração Pulpar em dentes com rizogênese incompleta.
